USD_Rate,Diesel_Price_Rs,Petrol_Price_Rs,Lorry_Quota_L,Bike_Quota_L,Rice_Price_Rs,Bread_Price_Rs,Power_Cut_Hours,Economic_Status,Power_Cut_Warning
301.92,372.22,382.46,200.0,7.0,225.32,128.88,0,Normal,0
304.08,371.58,389.52,200.0,7.0,224.43,126.06,0,Normal,0
300.0,375.01,389.99,193.0,8.0,220.02,126.78,0,Normal,0
300.0,337.97,362.75,197.0,8.0,211.71,126.29,0,Normal,0
300.0,371.78,395.64,200.0,8.0,217.61,124.69,0,Normal,0
300.0,358.46,372.13,200.0,8.0,226.07,124.86,0,Normal,0
329.05,380.11,395.35,158.0,6.0,225.72,133.28,0,Normal,0
300.0,370.11,385.74,197.0,7.0,222.21,121.0,0,Normal,0
352.74,439.38,453.12,90.0,4.0,252.77,134.51,3,Severe_Crisis,1
320.65,387.37,404.35,161.0,5.0,236.21,132.69,0,Normal,0
316.02,392.95,405.16,170.0,8.0,232.73,132.99,0,Normal,0
300.37,381.55,391.9,161.0,6.0,224.68,134.22,0,Normal,0
323.75,405.47,424.58,160.0,7.0,244.58,134.4,0,Moderate_Stress,0
304.62,386.71,405.86,162.0,5.0,230.07,131.63,0,Normal,0
315.08,389.76,401.74,160.0,7.0,235.67,130.46,0,Normal,0
351.65,425.15,445.63,96.0,5.0,247.88,140.97,1,Moderate_Stress,1
311.81,362.56,375.4,200.0,8.0,215.88,132.84,0,Normal,0
330.49,397.6,414.87,161.0,5.0,239.44,127.77,0,Moderate_Stress,0
302.7,359.68,379.78,200.0,8.0,218.48,127.43,0,Normal,0
312.73,401.34,417.18,155.0,5.0,239.8,138.26,0,Moderate_Stress,0
339.81,409.02,427.3,167.0,6.0,244.37,137.53,1,Moderate_Stress,1
303.85,370.65,384.07,200.0,8.0,225.17,132.41,0,Normal,0
340.44,417.02,432.03,157.0,7.0,239.58,135.69,4,Moderate_Stress,1
323.87,392.88,407.85,165.0,6.0,245.37,132.58,0,Normal,0
304.81,387.49,399.75,158.0,5.0,229.41,129.38,0,Normal,0
322.74,384.92,400.04,156.0,7.0,236.41,125.06,0,Normal,0
327.84,398.96,407.22,156.0,6.0,234.67,130.38,0,Normal,0
322.58,383.54,397.08,151.0,4.0,233.94,128.26,0,Normal,0
300.0,351.8,366.38,200.0,8.0,210.27,127.46,0,Normal,0
302.34,361.58,376.3,191.0,8.0,222.93,128.94,0,Normal,0
309.54,375.6,390.39,194.0,8.0,225.24,129.77,0,Normal,0
312.13,374.66,390.35,190.0,7.0,227.35,131.57,0,Normal,0
322.56,384.02,402.42,160.0,3.0,236.06,131.11,0,Normal,0
315.92,369.24,389.61,199.0,8.0,219.9,132.73,0,Normal,0
300.0,364.17,376.92,198.0,8.0,217.69,126.26,0,Normal,0
318.95,371.75,381.73,195.0,6.0,229.84,130.0,0,Normal,0
322.41,398.37,409.16,154.0,5.0,248.05,132.21,0,Normal,0
321.65,390.72,404.28,162.0,8.0,234.04,134.18,0,Normal,0
329.46,384.31,398.55,157.0,6.0,237.0,131.4,0,Normal,0
325.76,391.53,403.68,162.0,7.0,235.3,135.76,0,Normal,0
320.14,380.64,390.16,156.0,6.0,240.61,127.5,0,Normal,0
312.2,382.22,395.94,161.0,4.0,221.13,126.57,0,Normal,0
300.0,378.4,395.31,200.0,8.0,226.56,129.72,0,Normal,0
319.69,368.9,387.87,200.0,8.0,218.57,129.39,0,Normal,0
316.37,384.97,398.18,158.0,6.0,219.13,129.4,0,Normal,0
317.32,383.32,397.26,161.0,6.0,232.76,133.41,0,Normal,0
300.0,371.71,383.08,199.0,8.0,224.45,125.16,0,Normal,0
300.0,367.13,382.97,200.0,8.0,220.72,125.93,0,Normal,0
329.05,390.88,402.64,158.0,5.0,235.74,137.46,0,Normal,0
312.66,376.36,395.23,199.0,8.0,243.4,133.96,0,Normal,0
323.47,384.03,391.1,161.0,4.0,231.47,136.45,0,Normal,0
313.67,391.49,405.69,155.0,4.0,235.96,130.17,0,Normal,0
313.7,380.96,398.47,155.0,7.0,226.48,133.66,0,Normal,0
327.32,415.43,432.35,153.0,7.0,245.99,132.61,3,Moderate_Stress,1
305.51,370.73,400.19,192.0,8.0,223.32,124.99,0,Normal,0
314.69,374.81,392.56,194.0,7.0,225.72,122.45,0,Normal,0
306.32,357.13,368.11,200.0,7.0,229.0,131.49,0,Normal,0
306.73,354.71,370.23,196.0,8.0,225.03,123.7,0,Normal,0
308.61,359.06,366.18,200.0,6.0,221.73,126.63,0,Normal,0
316.58,386.74,402.34,160.0,6.0,220.8,128.24,0,Normal,0
306.07,377.07,388.9,190.0,8.0,225.03,130.51,0,Normal,0
332.09,386.09,406.66,163.0,8.0,248.71,132.11,0,Moderate_Stress,0
300.0,373.95,387.2,200.0,8.0,223.38,123.29,0,Normal,0
310.45,372.18,387.6,195.0,8.0,231.52,129.92,0,Normal,0
306.65,374.12,386.94,200.0,6.0,233.13,123.92,0,Normal,0
334.95,421.32,446.01,96.0,5.0,249.2,134.68,4,Moderate_Stress,1
316.2,392.6,406.99,160.0,6.0,230.09,125.18,0,Normal,0
328.73,395.35,420.51,154.0,7.0,225.59,129.38,0,Normal,0
300.0,356.09,376.16,191.0,8.0,221.7,125.96,0,Normal,0
317.26,363.33,381.74,198.0,8.0,220.19,122.84,0,Normal,0
326.59,388.39,406.24,159.0,6.0,235.79,128.2,0,Normal,0
314.48,379.55,397.51,198.0,8.0,223.14,129.93,0,Normal,0
329.23,388.75,395.11,154.0,6.0,234.23,131.44,0,Normal,0
305.49,370.0,384.61,198.0,8.0,224.42,133.61,0,Normal,0
334.39,405.32,425.54,161.0,6.0,243.73,141.0,2,Moderate_Stress,1
347.73,417.64,433.4,160.0,6.0,243.8,136.13,4,Moderate_Stress,1
307.81,367.48,376.45,200.0,8.0,229.81,129.4,0,Normal,0
306.57,374.24,389.98,197.0,8.0,222.96,130.47,0,Normal,0
335.05,409.73,434.25,166.0,7.0,235.69,134.25,2,Moderate_Stress,1
336.94,396.58,418.82,154.0,6.0,239.3,130.53,4,Moderate_Stress,1
305.41,385.33,401.02,162.0,7.0,229.77,129.12,0,Normal,0
306.95,372.0,392.76,200.0,8.0,226.04,127.54,0,Normal,0
309.02,375.57,389.73,200.0,7.0,233.71,127.42,0,Normal,0
300.0,372.08,379.56,199.0,8.0,222.7,128.35,0,Normal,0
300.0,367.33,378.71,197.0,7.0,221.62,124.29,0,Normal,0
300.0,374.53,398.35,200.0,8.0,219.22,123.81,0,Normal,0
301.73,369.86,384.49,193.0,8.0,227.55,127.39,0,Normal,0
312.73,373.51,388.3,195.0,6.0,227.85,130.23,0,Normal,0
316.76,387.89,402.39,158.0,6.0,230.66,127.59,0,Normal,0
336.51,395.55,421.07,166.0,6.0,229.87,137.63,3,Moderate_Stress,1
300.0,366.09,390.22,200.0,7.0,229.0,121.11,0,Normal,0
328.01,396.88,423.98,155.0,8.0,232.02,131.97,0,Normal,0
310.04,374.47,389.67,198.0,7.0,223.76,127.99,0,Normal,0
312.51,378.1,395.58,197.0,7.0,230.28,127.59,0,Normal,0
323.37,373.06,381.48,196.0,8.0,222.91,128.93,0,Normal,0
300.0,359.51,382.9,200.0,8.0,212.01,131.38,0,Normal,0
318.99,387.76,397.92,153.0,6.0,222.54,128.88,0,Normal,0
315.75,384.71,401.79,168.0,8.0,235.05,137.97,0,Normal,0
320.64,378.46,388.97,200.0,8.0,227.51,132.06,0,Normal,0
317.59,397.88,410.94,165.0,4.0,251.06,132.52,0,Normal,0
350.08,413.93,425.74,158.0,6.0,243.57,140.15,4,Moderate_Stress,1
303.68,378.93,391.89,199.0,7.0,222.41,135.85,0,Normal,0
305.29,375.35,388.65,193.0,8.0,223.25,125.16,0,Normal,0
303.9,363.03,376.28,197.0,5.0,222.71,123.34,0,Normal,0
304.92,388.41,408.58,162.0,8.0,228.23,127.13,0,Normal,0
303.69,357.31,367.78,200.0,8.0,222.51,126.19,0,Normal,0
331.09,409.94,427.04,154.0,7.0,238.45,130.29,3,Moderate_Stress,1
334.56,414.75,436.84,158.0,8.0,238.82,136.54,2,Moderate_Stress,1
304.69,363.69,377.12,199.0,8.0,212.89,131.97,0,Normal,0
300.76,379.8,392.21,193.0,8.0,215.62,128.36,0,Normal,0
320.32,385.87,400.72,163.0,7.0,230.18,130.57,0,Normal,0
304.97,373.6,395.5,196.0,8.0,223.9,126.06,0,Normal,0
322.74,393.76,410.73,159.0,6.0,232.86,135.3,0,Normal,0
316.29,382.39,395.74,158.0,6.0,236.96,128.02,0,Normal,0
300.0,373.11,391.53,196.0,7.0,230.38,132.66,0,Normal,0
336.46,414.87,425.36,160.0,6.0,244.47,142.57,1,Moderate_Stress,1
340.19,393.73,413.14,159.0,5.0,230.52,135.98,4,Moderate_Stress,1
304.06,382.71,400.75,158.0,6.0,225.58,128.66,0,Normal,0
307.43,356.92,371.39,196.0,6.0,217.06,129.71,0,Normal,0
317.54,395.49,407.3,162.0,7.0,232.29,135.28,0,Normal,0
318.27,397.27,408.84,168.0,6.0,232.86,129.86,0,Normal,0
323.13,380.69,399.36,161.0,7.0,228.25,129.77,0,Normal,0
343.4,410.81,432.95,165.0,6.0,244.18,133.44,2,Moderate_Stress,1
310.6,366.13,378.94,193.0,8.0,220.74,129.24,0,Normal,0
301.28,364.32,382.61,200.0,8.0,222.46,128.44,0,Normal,0
300.0,361.92,367.48,195.0,7.0,222.12,121.95,0,Normal,0
302.29,375.43,388.5,193.0,8.0,220.95,126.33,0,Normal,0
312.75,392.77,408.61,156.0,6.0,240.03,126.96,0,Normal,0
340.17,425.15,436.6,106.0,3.0,245.59,135.66,1,Moderate_Stress,1
305.49,365.69,377.0,200.0,7.0,214.65,128.86,0,Normal,0
316.61,382.01,394.67,161.0,7.0,232.58,128.3,0,Normal,0
313.0,363.12,380.58,192.0,7.0,219.26,127.17,0,Normal,0
331.08,392.68,407.74,159.0,7.0,238.91,128.86,0,Moderate_Stress,0
351.15,433.48,438.28,102.0,5.0,243.58,141.39,1,Moderate_Stress,1
305.29,387.24,392.63,161.0,8.0,237.2,129.2,0,Normal,0
305.91,359.45,372.42,191.0,7.0,224.0,124.46,0,Normal,0
328.91,392.32,410.61,156.0,7.0,229.24,132.81,0,Normal,0
323.48,391.74,394.0,160.0,7.0,228.06,133.05,0,Normal,0
340.95,414.89,428.4,163.0,6.0,255.41,135.0,4,Severe_Crisis,1
322.01,382.21,395.58,149.0,6.0,228.14,126.91,0,Normal,0
307.86,378.28,401.22,199.0,8.0,223.45,134.24,0,Normal,0
322.11,385.69,399.76,161.0,7.0,221.73,129.8,0,Normal,0
329.88,399.22,417.13,164.0,7.0,237.6,133.93,0,Normal,0
325.56,399.85,416.56,163.0,6.0,237.57,136.66,0,Normal,0
320.86,389.05,394.4,163.0,5.0,237.57,142.43,0,Normal,0
329.25,394.27,414.11,156.0,6.0,230.5,129.89,0,Normal,0
330.79,399.31,416.39,150.0,6.0,231.97,135.71,4,Moderate_Stress,1
333.98,403.2,421.74,158.0,5.0,243.82,133.11,1,Moderate_Stress,1
322.98,387.73,423.36,165.0,6.0,238.98,130.42,0,Normal,0
310.74,374.77,380.35,200.0,6.0,219.11,126.74,0,Normal,0
315.45,398.75,423.38,164.0,5.0,241.71,128.63,0,Normal,0
331.35,406.66,421.22,162.0,7.0,242.44,135.06,4,Moderate_Stress,1
301.0,363.19,380.63,200.0,8.0,226.42,121.86,0,Normal,0
318.78,393.57,409.34,157.0,6.0,234.8,134.83,0,Normal,0
307.35,370.11,383.99,199.0,7.0,212.05,128.09,0,Normal,0
313.68,392.46,405.62,168.0,5.0,232.99,132.38,0,Normal,0
332.43,405.99,423.63,155.0,6.0,247.53,133.88,3,Moderate_Stress,1
316.12,382.46,390.88,168.0,7.0,226.27,129.37,0,Normal,0
313.95,385.52,405.27,158.0,7.0,229.43,131.32,0,Normal,0
300.0,349.29,363.21,200.0,8.0,215.02,121.25,0,Normal,0
324.44,381.84,392.19,153.0,5.0,217.69,130.59,0,Normal,0
322.93,379.43,393.18,200.0,8.0,239.39,128.62,0,Normal,0
345.7,418.98,441.27,156.0,6.0,244.93,135.89,2,Moderate_Stress,1
308.63,392.25,405.58,153.0,6.0,235.19,124.0,0,Normal,0
316.54,406.33,424.12,161.0,8.0,238.74,136.94,0,Moderate_Stress,0
316.99,390.92,403.27,165.0,7.0,240.16,129.39,0,Normal,0
336.91,412.46,432.25,156.0,7.0,247.42,140.09,3,Moderate_Stress,1
311.82,360.58,380.01,193.0,7.0,221.04,130.85,0,Normal,0
317.44,379.62,404.87,200.0,8.0,225.54,126.53,0,Normal,0
322.37,382.85,397.97,160.0,7.0,236.11,128.19,0,Normal,0
316.05,377.25,396.59,200.0,8.0,219.53,137.63,0,Normal,0
306.55,370.86,387.35,200.0,8.0,227.99,133.13,0,Normal,0
316.16,378.86,401.34,200.0,8.0,223.99,130.03,0,Normal,0
329.35,378.96,391.37,200.0,8.0,238.42,132.88,0,Normal,0
300.0,372.48,392.2,200.0,8.0,224.82,125.17,0,Normal,0
315.24,371.8,386.83,198.0,8.0,230.05,130.58,0,Normal,0
302.75,370.55,386.23,192.0,8.0,224.3,125.13,0,Normal,0
331.18,421.59,438.05,99.0,4.0,238.68,130.55,4,Moderate_Stress,1
300.0,355.81,373.07,198.0,7.0,213.88,121.43,0,Normal,0
304.87,345.29,360.71,200.0,8.0,218.84,125.14,0,Normal,0
318.91,383.88,400.96,162.0,7.0,232.62,127.64,0,Normal,0
336.73,418.25,442.14,154.0,5.0,253.29,136.95,4,Severe_Crisis,1
312.26,398.69,419.61,161.0,6.0,237.66,128.3,0,Normal,0
304.92,358.36,378.71,200.0,8.0,215.23,124.04,0,Normal,0
341.47,417.65,431.38,168.0,4.0,244.14,140.36,2,Moderate_Stress,1
300.0,360.35,371.9,200.0,8.0,220.29,126.59,0,Normal,0
300.0,363.94,384.72,200.0,8.0,209.46,126.18,0,Normal,0
319.85,414.27,434.65,160.0,6.0,250.98,136.85,3,Severe_Crisis,1
305.72,356.55,379.91,200.0,8.0,221.79,127.77,0,Normal,0
300.0,367.54,380.52,200.0,8.0,228.42,130.91,0,Normal,0
323.88,397.13,411.99,153.0,8.0,229.52,131.73,0,Normal,0
316.91,395.3,403.1,158.0,7.0,241.61,130.59,0,Normal,0
304.79,371.49,385.52,196.0,7.0,235.79,123.78,0,Normal,0
300.0,368.08,389.06,200.0,8.0,215.87,125.33,0,Normal,0
326.34,391.37,405.04,166.0,6.0,239.75,135.79,0,Normal,0
323.0,394.14,413.35,157.0,6.0,236.21,136.58,0,Normal,0
311.76,375.09,390.14,188.0,7.0,219.56,131.97,0,Normal,0
340.95,418.31,435.93,158.0,8.0,250.71,132.4,3,Severe_Crisis,1
300.0,361.3,371.57,200.0,8.0,224.27,129.19,0,Normal,0
300.0,368.77,385.2,200.0,7.0,219.71,121.17,0,Normal,0
302.87,368.01,369.05,200.0,7.0,228.86,129.74,0,Normal,0
312.57,390.71,405.78,159.0,6.0,224.58,129.67,0,Normal,0
316.9,383.92,391.77,154.0,7.0,223.93,132.85,0,Normal,0
309.63,358.35,380.38,200.0,8.0,221.68,123.09,0,Normal,0
318.53,398.93,418.82,156.0,8.0,237.11,136.0,0,Normal,0
300.0,355.94,374.28,200.0,8.0,214.65,121.01,0,Normal,0
334.91,398.6,422.21,163.0,7.0,244.19,132.9,3,Moderate_Stress,1
312.02,372.86,384.12,197.0,8.0,229.21,125.91,0,Normal,0
330.01,413.26,437.99,157.0,5.0,248.58,130.38,2,Moderate_Stress,1
318.39,364.79,385.45,200.0,8.0,224.39,129.33,0,Normal,0
320.1,419.49,434.31,159.0,7.0,247.51,140.2,4,Moderate_Stress,1
321.8,400.63,422.3,166.0,6.0,236.0,141.15,0,Moderate_Stress,0
319.97,390.19,400.66,161.0,7.0,244.48,132.12,0,Normal,0
322.89,390.78,402.65,156.0,6.0,230.94,135.67,0,Normal,0
333.19,406.02,418.98,169.0,5.0,252.92,136.09,3,Severe_Crisis,1
316.2,388.84,402.19,160.0,6.0,233.16,132.62,0,Normal,0
323.89,398.92,409.64,164.0,7.0,231.17,132.26,0,Normal,0
311.9,384.25,406.36,157.0,6.0,237.36,130.61,0,Normal,0
334.85,405.98,420.68,162.0,6.0,243.34,137.25,3,Moderate_Stress,1
303.1,366.6,384.36,200.0,7.0,226.84,125.2,0,Normal,0
340.26,409.79,422.94,151.0,8.0,251.25,136.6,3,Severe_Crisis,1
312.65,377.6,384.49,200.0,8.0,230.03,129.29,0,Normal,0
300.0,376.34,393.69,200.0,8.0,222.41,129.93,0,Normal,0
315.17,388.38,394.82,158.0,8.0,237.5,127.73,0,Normal,0
303.03,339.09,354.74,194.0,8.0,212.94,124.02,0,Normal,0
325.86,401.3,410.46,162.0,5.0,242.71,139.56,0,Moderate_Stress,0
303.46,370.93,396.86,200.0,6.0,213.4,130.92,0,Normal,0
306.56,372.35,392.91,200.0,7.0,227.52,132.08,0,Normal,0
300.0,361.11,377.64,200.0,7.0,216.85,126.0,0,Normal,0
306.47,383.68,405.99,163.0,8.0,237.5,130.11,0,Normal,0
300.0,374.48,386.24,200.0,8.0,227.83,130.27,0,Normal,0
300.0,357.27,375.99,200.0,8.0,219.89,130.22,0,Normal,0
324.66,397.43,414.42,155.0,4.0,240.11,127.4,0,Normal,0
325.04,384.08,401.4,167.0,5.0,228.09,128.03,0,Normal,0
319.63,373.78,396.14,200.0,8.0,236.52,134.06,0,Normal,0
300.0,358.73,378.4,200.0,8.0,229.16,124.86,0,Normal,0
312.53,388.04,405.48,154.0,6.0,233.93,128.48,0,Normal,0
313.2,389.71,397.43,161.0,7.0,240.64,127.0,0,Normal,0
300.0,370.13,381.33,190.0,8.0,220.35,125.16,0,Normal,0
335.8,413.42,428.81,163.0,6.0,241.52,132.32,3,Moderate_Stress,1
326.41,400.53,417.0,157.0,6.0,239.32,140.1,0,Moderate_Stress,0
309.94,370.01,380.36,200.0,8.0,227.32,128.24,0,Normal,0
313.65,385.02,413.08,156.0,8.0,229.17,130.19,0,Normal,0
316.38,391.84,415.42,152.0,4.0,236.76,133.22,0,Normal,0
300.0,372.54,391.55,198.0,8.0,225.57,129.95,0,Normal,0
309.54,387.86,404.22,150.0,6.0,226.32,132.87,0,Normal,0
303.02,375.56,390.5,200.0,8.0,228.29,131.04,0,Normal,0
300.0,368.51,379.75,190.0,7.0,226.95,124.77,0,Normal,0
309.03,386.09,402.48,160.0,6.0,231.45,128.88,0,Normal,0
340.22,410.98,428.27,150.0,7.0,251.3,139.25,3,Severe_Crisis,1
322.86,382.47,392.26,158.0,8.0,226.0,129.91,0,Normal,0
304.68,368.75,386.42,200.0,8.0,225.99,127.37,0,Normal,0
321.84,382.67,397.89,162.0,6.0,226.1,132.55,0,Normal,0
